"truck_events_text_partition.driverid","truck_events_text_partition.truckid","truck_events_text_partition.eventtime","truck_events_text_partition.eventtype","truck_events_text_partition.longitude","truck_events_text_partition.latitude","truck_events_text_partition.eventkey","truck_events_text_partition.correlationid","truck_events_text_partition.drivername","truck_events_text_partition.routeid","truck_events_text_partition.routename","truck_events_text_partition.date"
"32","86","2014-10-18 14:29:30.787","Normal","-91.38","34.83","32|86|9223370623187005020","7660477280817270717","Ryan Templeton","1594289134","Memphis to Little Rock Route 2","2014-10-18-21"
"25","38","2014-10-18 14:29:30.875","Normal","-89.56","37.2","25|38|9223370623187004932","7660477280817270717","Jean-Philippe Player","1567254452","Saint Louis to Memphis Route2","2014-10-18-21"
"18","91","2014-10-18 14:29:31.2","Normal","-90.37","39.71","18|91|9223370623187004607","7660477280817270717","Grant Liu","1565885487","Springfield to KC Via Hanibal","2014-10-18-21"
"20","15","2014-10-18 14:29:31.401","Normal","-91.94","41.71","20|15|9223370623187004406","7660477280817270717","Chris Harris","160779139","Des Moines to Chicago Route 2","2014-10-18-21"
"11","51","2014-10-18 14:29:31.532","Normal","-88.07","41.48","11|51|9223370623187004275","7660477280817270717","Jamie Engesser","987179512"," Saint Louis to Chicago","2014-10-18-21"
"21","35","2014-10-18 14:29:31.601","Normal","-94.38","38.67","21|35|9223370623187004206","7660477280817270717","Jeff Markham","160405074","Joplin to Kansas City Route 2","2014-10-18-21"
"27","110","2014-10-18 14:29:31.894","Normal","-91.1","38.83","27|110|9223370623187003913","7660477280817270717","Mark Lochbihler","1325562373","Springfield to KC Via Columbia Route 2","2014-10-18-21"
"13","47","2014-10-18 14:29:31.877","Normal","-91.94","41.71","13|47|9223370623187003930","7660477280817270717","Joe Niemiec","927636994","Des Moines to Chicago.kml","2014-10-18-21"
"26","71","2014-10-18 14:29:32.341","Normal","-91.3","38.14","26|71|9223370623187003466","7660477280817270717","Michael Aube","1325712174","Saint Louis to Tulsa Route2","2014-10-18-21"
"12","63","2014-10-18 14:29:32.353","Normal","-89.65","36.37","12|63|9223370623187003454","7660477280817270717","Paul Codding","1961634315","Saint Louis to Memphis","2014-10-18-21"
"23","56","2014-10-18 14:29:32.46","Normal","-91.47","41.74","23|56|9223370623187003347","7660477280817270717","Adam Diaz","1090292248","Peoria to Ceder Rapids Route 2","2014-10-18-21"
"24","57","2014-10-18 14:29:32.731","Normal","-87.67","41.87","24|57|9223370623187003076","7660477280817270717","Don Hilborn","1198242881"," Saint Louis to Chicago Route2","2014-10-18-21"
"18","91","2014-10-18 14:29:32.96","Normal","-90.63","39.7","18|91|9223370623187002847","7660477280817270717","Grant Liu","1565885487","Springfield to KC Via Hanibal","2014-10-18-21"
"22","73","2014-10-18 14:29:33.142","Normal","-92.09","34.8","22|73|9223370623187002665","7660477280817270717","Nadeem Asghar","1594289134","Memphis to Little Rock Route 2","2014-10-18-21"
"12","63","2014-10-18 14:29:33.251","Normal","-89.8","35.94","12|63|9223370623187002556","7660477280817270717","Paul Codding","1961634315","Saint Louis to Memphis","2014-10-18-21"
"10","22","2014-10-18 14:29:33.367","Normal","-91.44","38.09","10|22|9223370623187002440","7660477280817270717","George Vetticaden","1390372503","Saint Louis to Tulsa","2014-10-18-21"
"31","40","2014-10-18 14:29:33.374","Normal","-94.59","39.1","31|40|9223370623187002433","7660477280817270717","Rommel Garcia","160405074","Joplin to Kansas City Route 2","2014-10-18-21"
"24","57","2014-10-18 14:29:33.502","Normal","-87.67","41.87","24|57|9223370623187002305","7660477280817270717","Don Hilborn","1198242881"," Saint Louis to Chicago Route2","2014-10-18-21"
"25","38","2014-10-18 14:29:33.741","Normal","-89.8","35.94","25|38|9223370623187002066","7660477280817270717","Jean-Philippe Player","1567254452","Saint Louis to Memphis Route2","2014-10-18-21"
"26","71","2014-10-18 14:29:34.02","Normal","-91.55","38.04","26|71|9223370623187001787","7660477280817270717","Michael Aube","1325712174","Saint Louis to Tulsa Route2","2014-10-18-21"
"32","86","2014-10-18 14:29:34.141","Normal","-92.31","34.78","32|86|9223370623187001666","7660477280817270717","Ryan Templeton","1594289134","Memphis to Little Rock Route 2","2014-10-18-21"
"19","107","2014-10-18 14:29:34.293","Normal","-96.97","36.24","19|107|9223370623187001514","7660477280817270717","Ajay Singh","1962261785","Wichita to Little Rock.kml","2014-10-18-21"
"30","82","2014-10-18 14:29:34.22","Normal","-90.82","41.66","30|82|9223370623187001587","7660477280817270717","Dan Rice","160779139","Des Moines to Chicago Route 2","2014-10-18-21"
"16","33","2014-10-18 14:29:34.314","Normal","-91.78","42.23","16|33|9223370623187001493","7660477280817270717","Tom McCuch","24929475","Peoria to Ceder Rapids","2014-10-18-21"
"24","57","2014-10-18 14:29:34.431","Normal","-88.07","41.48","24|57|9223370623187001376","7660477280817270717","Don Hilborn","1198242881"," Saint Louis to Chicago Route2","2014-10-18-21"
"24","63","2014-10-18 18:14:24.954","Normal","-88.42","41.11","24|63|9223370623173510853","-6285415704392739354","Don Hilborn","1198242881"," Saint Louis to Chicago Route2","2014-10-18-21"
"17","101","2014-10-18 14:29:26.604","Normal","-90.21","38.65","17|101|9223370623187009203","7660477280817270717","Eric Mizell","1927624662","Springfield to KC Via Columbia","2014-10-18-21"
"29","41","2014-10-18 14:29:26.591","Normal","-97.36","37.69","29|41|9223370623187009216","7660477280817270717","Teddy Choi","803014426","Wichita to Little Rock Route 2","2014-10-18-21"
"13","47","2014-10-18 14:29:26.647","Normal","-93.58","41.62","13|47|9223370623187009160","7660477280817270717","Joe Niemiec","927636994","Des Moines to Chicago.kml","2014-10-18-21"
"32","86","2014-10-18 14:29:26.658","Normal","-90.04","35.19","32|86|9223370623187009149","7660477280817270717","Ryan Templeton","1594289134","Memphis to Little Rock Route 2","2014-10-18-21"
"25","38","2014-10-18 14:29:26.664","Normal","-90.15","38.62","25|38|9223370623187009143","7660477280817270717","Jean-Philippe Player","1567254452","Saint Louis to Memphis Route2","2014-10-18-21"
"17","101","2014-10-18 14:29:27.061","Normal","-90.41","38.75","17|101|9223370623187008746","7660477280817270717","Eric Mizell","1927624662","Springfield to KC Via Columbia","2014-10-18-21"
"12","63","2014-10-18 14:29:27.124","Normal","-90.35","38.43","12|63|9223370623187008683","7660477280817270717","Paul Codding","1961634315","Saint Louis to Memphis","2014-10-18-21"
"23","56","2014-10-18 14:29:27.24","Normal","-89.91","40.86","23|56|9223370623187008567","7660477280817270717","Adam Diaz","1090292248","Peoria to Ceder Rapids Route 2","2014-10-18-21"
"22","73","2014-10-18 14:29:27.188","Normal","-90.37","35.21","22|73|9223370623187008619","7660477280817270717","Nadeem Asghar","1594289134","Memphis to Little Rock Route 2","2014-10-18-21"
"13","47","2014-10-18 14:29:27.39","Normal","-93.36","41.69","13|47|9223370623187008417","7660477280817270717","Joe Niemiec","927636994","Des Moines to Chicago.kml","2014-10-18-21"
"14","68","2014-10-18 14:29:27.468","Normal","-94.46","37.16","14|68|9223370623187008339","7660477280817270717","Adis Cesir","1384345811","Joplin to Kansas City","2014-10-18-21"
"17","101","2014-10-18 14:29:27.84","Normal","-90.55","38.81","17|101|9223370623187007967","7660477280817270717","Eric Mizell","1927624662","Springfield to KC Via Columbia","2014-10-18-21"
"26","71","2014-10-18 14:29:28.022","Normal","-90.53","38.51","26|71|9223370623187007785","7660477280817270717","Michael Aube","1325712174","Saint Louis to Tulsa Route2","2014-10-18-21"
"23","56","2014-10-18 14:29:28.051","Normal","-90.29","40.96","23|56|9223370623187007756","7660477280817270717","Adam Diaz","1090292248","Peoria to Ceder Rapids Route 2","2014-10-18-21"
"11","51","2014-10-18 14:29:28.064","Normal","-89.63","39.84","11|51|9223370623187007743","7660477280817270717","Jamie Engesser","987179512"," Saint Louis to Chicago","2014-10-18-21"
"27","110","2014-10-18 14:29:28.266","Normal","-90.55","38.81","27|110|9223370623187007541","7660477280817270717","Mark Lochbihler","1325562373","Springfield to KC Via Columbia Route 2","2014-10-18-21"
"32","86","2014-10-18 14:29:28.322","Normal","-90.68","35.12","32|86|9223370623187007485","7660477280817270717","Ryan Templeton","1594289134","Memphis to Little Rock Route 2","2014-10-18-21"
"13","47","2014-10-18 14:29:28.375","Normal","-93.04","41.71","13|47|9223370623187007432","7660477280817270717","Joe Niemiec","927636994","Des Moines to Chicago.kml","2014-10-18-21"
"12","63","2014-10-18 14:29:28.822","Normal","-90.0","37.72","12|63|9223370623187006985","7660477280817270717","Paul Codding","1961634315","Saint Louis to Memphis","2014-10-18-21"
"15","69","2014-10-18 14:29:28.844","Normal","-90.94","35.03","15|69|9223370623187006963","7660477280817270717","Rohit Bakshi","371182829","Memphis to Little Rock","2014-10-18-21"
"16","33","2014-10-18 14:29:28.981","Normal","-90.44","41.54","16|33|9223370623187006826","7660477280817270717","Tom McCuch","24929475","Peoria to Ceder Rapids","2014-10-18-21"
"13","47","2014-10-18 14:29:29.181","Normal","-92.74","41.75","13|47|9223370623187006626","7660477280817270717","Joe Niemiec","927636994","Des Moines to Chicago.kml","2014-10-18-21"
"14","68","2014-10-18 14:29:29.272","Normal","-94.3","37.66","14|68|9223370623187006535","7660477280817270717","Adis Cesir","1384345811","Joplin to Kansas City","2014-10-18-21"
"12","63","2014-10-18 14:29:29.651","Normal","-89.71","37.47","12|63|9223370623187006156","7660477280817270717","Paul Codding","1961634315","Saint Louis to Memphis","2014-10-18-21"
"28","95","2014-10-18 14:29:29.711","Normal","-90.24","39.72","28|95|9223370623187006096","7660477280817270717","Olivier Renault","137128276","Springfield to KC Via Hanibal Route 2","2014-10-18-21"
"11","51","2014-10-18 14:29:29.831","Normal","-88.77","40.76","11|51|9223370623187005976","7660477280817270717","Jamie Engesser","987179512"," Saint Louis to Chicago","2014-10-18-21"
"32","86","2014-10-18 14:29:29.864","Normal","-91.14","34.96","32|86|9223370623187005943","7660477280817270717","Ryan Templeton","1594289134","Memphis to Little Rock Route 2","2014-10-18-21"
"24","57","2014-10-18 14:29:30.085","Normal","-88.77","40.76","24|57|9223370623187005722","7660477280817270717","Don Hilborn","1198242881"," Saint Louis to Chicago Route2","2014-10-18-21"
"14","68","2014-10-18 14:29:30.152","Normal","-94.37","38.0","14|68|9223370623187005655","7660477280817270717","Adis Cesir","1384345811","Joplin to Kansas City","2014-10-18-21"
"12","63","2014-10-18 14:29:30.601","Normal","-89.56","37.2","12|63|9223370623187005206","7660477280817270717","Paul Codding","1961634315","Saint Louis to Memphis","2014-10-18-21"
"22","73","2014-10-18 14:29:30.381","Normal","-91.38","34.83","22|73|9223370623187005426","7660477280817270717","Nadeem Asghar","1594289134","Memphis to Little Rock Route 2","2014-10-18-21"
"16","33","2014-10-18 14:29:30.68","Normal","-91.05","41.72","16|33|9223370623187005127","7660477280817270717","Tom McCuch","24929475","Peoria to Ceder Rapids","2014-10-18-21"
"24","57","2014-10-18 14:29:30.831","Normal","-88.42","41.11","24|57|9223370623187004976","7660477280817270717","Don Hilborn","1198242881"," Saint Louis to Chicago Route2","2014-10-18-21"
"27","110","2014-10-18 14:29:30.941","Normal","-90.93","38.82","27|110|9223370623187004866","7660477280817270717","Mark Lochbihler","1325562373","Springfield to KC Via Columbia Route 2","2014-10-18-21"
"28","95","2014-10-18 14:29:31.361","Normal","-90.37","39.71","28|95|9223370623187004446","7660477280817270717","Olivier Renault","137128276","Springfield to KC Via Hanibal Route 2","2014-10-18-21"
"15","69","2014-10-18 14:29:31.437","Normal","-91.74","34.89","15|69|9223370623187004370","7660477280817270717","Rohit Bakshi","371182829","Memphis to Little Rock","2014-10-18-21"
"23","56","2014-10-18 14:29:31.51","Normal","-91.32","41.71","23|56|9223370623187004297","7660477280817270717","Adam Diaz","1090292248","Peoria to Ceder Rapids Route 2","2014-10-18-21"
"16","33","2014-10-18 14:29:31.607","Normal","-91.32","41.71","16|33|9223370623187004200","7660477280817270717","Tom McCuch","24929475","Peoria to Ceder Rapids","2014-10-18-21"
"19","107","2014-10-18 14:29:31.783","Normal","-97.34","36.63","19|107|9223370623187004024","7660477280817270717","Ajay Singh","1962261785","Wichita to Little Rock.kml","2014-10-18-21"
"17","101","2014-10-18 14:29:32.002","Normal","-91.19","38.83","17|101|9223370623187003805","7660477280817270717","Eric Mizell","1927624662","Springfield to KC Via Columbia","2014-10-18-21"
"14","68","2014-10-18 14:29:32.023","Normal","-94.38","38.67","14|68|9223370623187003784","7660477280817270717","Adis Cesir","1384345811","Joplin to Kansas City","2014-10-18-21"
"18","91","2014-10-18 14:29:32.113","Normal","-90.52","39.71","18|91|9223370623187003694","7660477280817270717","Grant Liu","1565885487","Springfield to KC Via Hanibal","2014-10-18-21"
"28","95","2014-10-18 14:29:32.33","Normal","-90.52","39.71","28|95|9223370623187003477","7660477280817270717","Olivier Renault","137128276","Springfield to KC Via Hanibal Route 2","2014-10-18-21"
"21","35","2014-10-18 14:29:32.539","Normal","-94.38","38.99","21|35|9223370623187003268","7660477280817270717","Jeff Markham","160405074","Joplin to Kansas City Route 2","2014-10-18-21"
"11","51","2014-10-18 14:29:32.469","Normal","-87.67","41.87","11|51|9223370623187003338","7660477280817270717","Jamie Engesser","987179512"," Saint Louis to Chicago","2014-10-18-21"
"25","38","2014-10-18 14:29:32.742","Normal","-89.65","36.37","25|38|9223370623187003065","7660477280817270717","Jean-Philippe Player","1567254452","Saint Louis to Memphis Route2","2014-10-18-21"
"14","68","2014-10-18 14:29:32.991","Normal","-94.38","38.99","14|68|9223370623187002816","7660477280817270717","Adis Cesir","1384345811","Joplin to Kansas City","2014-10-18-21"
"26","71","2014-10-18 14:29:33.131","Normal","-91.44","38.09","26|71|9223370623187002676","7660477280817270717","Michael Aube","1325712174","Saint Louis to Tulsa Route2","2014-10-18-21"
"20","15","2014-10-18 14:29:33.2","Normal","-91.24","41.67","20|15|9223370623187002607","7660477280817270717","Chris Harris","160779139","Des Moines to Chicago Route 2","2014-10-18-21"
"32","86","2014-10-18 14:29:33.356","Normal","-92.09","34.8","32|86|9223370623187002451","7660477280817270717","Ryan Templeton","1594289134","Memphis to Little Rock Route 2","2014-10-18-21"
"14","68","2014-10-18 14:29:33.78","Normal","-94.59","39.1","14|68|9223370623187002027","7660477280817270717","Adis Cesir","1384345811","Joplin to Kansas City","2014-10-18-21"
"17","101","2014-10-18 14:29:33.811","Normal","-91.56","38.93","17|101|9223370623187001996","7660477280817270717","Eric Mizell","1927624662","Springfield to KC Via Columbia","2014-10-18-21"
"28","95","2014-10-18 14:29:33.971","Normal","-90.79","39.69","28|95|9223370623187001836","7660477280817270717","Olivier Renault","137128276","Springfield to KC Via Hanibal Route 2","2014-10-18-21"
"12","63","2014-10-18 14:29:34.171","Normal","-90.07","35.68","12|63|9223370623187001636","7660477280817270717","Paul Codding","1961634315","Saint Louis to Memphis","2014-10-18-21"
"20","15","2014-10-18 14:29:34.181","Normal","-90.82","41.66","20|15|9223370623187001626","7660477280817270717","Chris Harris","160779139","Des Moines to Chicago Route 2","2014-10-18-21"
"23","56","2014-10-18 14:29:34.175","Normal","-91.78","42.23","23|56|9223370623187001632","7660477280817270717","Adam Diaz","1090292248","Peoria to Ceder Rapids Route 2","2014-10-18-21"
"27","110","2014-10-18 14:29:34.566","Normal","-91.56","38.93","27|110|9223370623187001241","7660477280817270717","Mark Lochbihler","1325562373","Springfield to KC Via Columbia Route 2","2014-10-18-21"
"10","31","2014-10-18 18:14:24.793","Normal","-90.18","38.64","10|31|9223370623173511014","-6285415704392739354","George Vetticaden","1390372503","Saint Louis to Tulsa","2014-10-18-21"
"18","51","2014-10-18 18:14:24.905","Normal","-90.97","39.72","18|51|9223370623173510902","-6285415704392739354","Grant Liu","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"15","33","2014-10-18 18:14:24.939","Normal","-92.31","34.78","15|33|9223370623173510868","-6285415704392739354","Rohit Bakshi","371182829","Memphis to Little Rock","2014-10-19-01"
"13","76","2014-10-18 18:14:24.963","Normal","-90.64","41.56","13|76|9223370623173510844","-6285415704392739354","Joe Niemiec","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"12","21","2014-10-18 18:14:25.027","Normal","-90.24","35.35","12|21|9223370623173510780","-6285415704392739354","Paul Codding","1961634315","Saint Louis to Memphis","2014-10-19-01"
"16","23","2014-10-18 18:14:25.039","Normal","-91.78","42.23","16|23|9223370623173510768","-6285415704392739354","Tom McCuch","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"11","15","2014-10-18 18:14:25.703","Normal","-89.74","39.1","11|15|9223370623173510104","-6285415704392739354","Jamie Engesser","987179512"," Saint Louis to Chicago","2014-10-19-01"
"21","87","2014-10-18 18:14:25.737","Normal","-94.38","38.67","21|87|9223370623173510070","-6285415704392739354","Jeff Markham","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
